Obra;Bloco;Unidade;Id_Contrato_Vencimento;Contrato;DataVencimento;ValorPrestacao;Principal;JurosTP;Variacoes;Seguros;Descontos;Multa;JurosMora;ProRataIndice;ProRataContrato;ValorPresente;IndiceReajuste;SituacaoParcela;BoletoJM;VencimentoJM;Periodicidade;TipoContrato;TipoEmprestimo;TipoBloqueio;CRM_ProcessamentoPendente;CRM_Operacao;CRM_ParcelaId;CreatedOn;ModifiedOn;GeradoPor;IDRENEG;DataRenegociacao;ValorAbono;ValorAcrescimo;VLRABONOMULTA;VLRABONOJUROS;VLRABONOPRORATA;TX_JUROS;TX_ENCARGOS;MotivoRenegociacao
9035;1;53;100000003359620000000;1000000033596;2017-12-05 00:00:00.000;1694.61;1145.68;10.87;538.06;0.00;-368.95;0.00;0.00;0.01;10.49;1346.71;IGPM1     ;PA        ;;;MENSAL;PCV;PCV;20;0;I;;2015-09-23 03:36:12.527;2015-10-30 02:38:16.590;;;;;;;;;;;
9035;1;53;100000003359720000000;1000000033597;2010-11-05 00:00:00.000;11446.64;3187.07;4704.00;3555.57;0.00;0.00;228.93;9486.84;0.01;167.40;21329.81;IGPM1     ;PA        ;;;ANUAL;PCV;PCV;20;0;I;E26B50B2-5E75-E411-B2D5-001DD8300006;2014-11-24 17:57:25.340;2015-10-30 02:38:16.590;;;;;;;;;;;
9035;1;53;100000003359720000000;1000000033597;2011-11-05 00:00:00.000;11609.62;3569.52;4321.55;3718.55;0.00;0.00;232.19;7201.07;0.01;150.64;19193.52;IGPM1     ;PA        ;;;ANUAL;PCV;PCV;20;0;I;E96B50B2-5E75-E411-B2D5-001DD8300006;2014-11-24 17:57:25.340;2015-10-30 02:38:16.590;;;;;;;;;;;
9035;1;53;100000003359720000000;1000000033597;2012-11-05 00:00:00.000;11616.91;3997.86;3893.21;3725.84;0.00;0.00;232.34;5053.89;0.01;133.71;17036.85;IGPM1     ;PA        ;;;ANUAL;PCV;PCV;20;0;I;EF6B50B2-5E75-E411-B2D5-001DD8300006;2014-11-24 17:57:25.340;2015-10-30 02:38:16.590;;;;;;;;;;;
9035;1;53;100000003359720000000;1000000033597;2013-11-05 00:00:00.000;11463.70;4477.60;3413.47;3572.63;0.00;0.00;229.27;3111.48;0.01;117.11;14921.56;IGPM1     ;PA        ;;;ANUAL;PCV;PCV;20;0;I;F66B50B2-5E75-E411-B2D5-001DD8300006;2014-11-24 17:57:25.340;2015-10-30 02:38:16.590;;;;;;;;;;;
9035;1;53;100000003359720000000;1000000033597;2014-11-05 00:00:00.000;11626.33;5014.92;2876.15;3735.26;0.00;0.00;232.53;1470.17;0.01;105.44;13434.47;IGPM1     ;PA        ;;;ANUAL;PCV;PCV;20;0;I;FB6B50B2-5E75-E411-B2D5-001DD8300006;2014-11-24 17:57:25.340;2015-10-30 02:38:16.590;;;;;;;;;;;
9035;1;53;100000003359720000000;1000000033597;2015-11-05 00:00:00.000;11562.20;5616.71;2274.36;3671.13;0.00;-108.68;0.00;0.00;0.01;90.60;11635.33;IGPM1     ;PA        ;;;ANUAL;PCV;PCV;20;0;I;;2015-09-23 03:36:12.837;2015-10-30 02:38:16.590;;;;;;;;;;;
9035;1;53;100000003359720000000;1000000033597;2016-11-05 00:00:00.000;223.36;0.00;0.00;223.36;0.00;0.00;4.47;54.20;0.00;0.81;282.84;IGPM1     ;VR        ;;;ANUAL;PCV;PCV;20;0;I;;2015-09-23 03:36:12.857;2018-08-22 01:03:57.500;;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;12.00;0.00;
9035;1;53;100000003359720000000;1000000033597;2017-11-05 00:00:00.000;11562.27;7045.61;845.47;3671.19;0.00;-2431.54;0.00;0.00;0.01;72.23;9275.67;IGPM1     ;PA        ;;;ANUAL;PCV;PCV;20;0;I;;2015-09-23 03:36:12.880;2015-10-30 02:38:16.590;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2014-12-10 00:00:00.000;6841.01;3902.29;1133.41;1805.31;0.00;0.00;136.82;2.27;0.00;0.00;6982.37;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;;0;I;8566B539-1981-E411-B2D5-001DD8300006;2014-12-11 04:11:27.813;2014-12-11 04:11:27.813;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2015-01-10 00:00:00.000;6956.77;3939.31;1096.39;1921.07;0.00;0.00;139.14;23.11;0.00;0.00;7133.70;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;;0;I;2894D762-6A99-E411-B2D5-001DD8300006;2015-01-11 02:38:15.993;2015-01-20 02:38:58.197;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2015-02-10 00:00:00.000;6993.83;3976.69;1059.01;1958.13;0.00;0.00;139.88;107.52;0.00;0.00;7252.95;IGPM1     ;PA        ;X;2015-03-27 00:00:00.000;MENSAL;PCV;ALF;;0;I;3BDA5B9A-C7B1-E411-AE26-001DD8300006;2015-02-11 02:46:03.643;2015-03-28 01:41:41.113;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2015-03-10 00:00:00.000;7245.68;4014.43;1021.27;2155.28;57.32;0.00;144.91;202.24;0.00;0.00;7592.83;IGPM1     ;PA        ;X;2015-05-29 00:00:00.000;MENSAL;PCV;ALF;20;0;I;60273208-C6C7-E411-93F8-001DD8200003;2015-03-11 02:40:53.070;2015-06-01 02:00:17.440;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2015-04-10 00:00:00.000;7189.50;4052.52;983.18;2098.38;58.06;0.00;143.79;198.22;0.00;0.00;7531.51;IGPM1     ;PA        ;X;2015-06-30 00:00:00.000;MENSAL;PCV;ALF;20;0;I;8203004C-17E0-E411-93FA-001DD8200000;2015-04-11 01:41:39.667;2015-07-01 02:11:59.337;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2015-05-10 00:00:00.000;7195.48;4090.97;944.73;2105.81;55.13;0.00;143.91;4.77;0.00;5.70;7349.86;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;20;0;I;;2015-05-11 01:33:19.630;2015-05-12 01:49:00.773;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2015-06-10 00:00:00.000;7342.64;4129.79;905.91;2251.77;57.19;0.00;146.85;103.00;0.00;20.31;7612.80;IGPM1     ;PA        ;X;2015-07-21 00:00:00.000;MENSAL;PCV;ALF;;0;I;0F139260-0B10-E511-93FA-005056200003;2015-06-11 01:53:45.910;2015-07-22 02:08:51.713;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2015-07-10 00:00:00.000;7264.03;4168.98;866.72;2177.60;52.08;0.00;145.28;28.97;0.00;19.89;7458.17;IGPM1     ;PA        ;X;2015-07-21 00:00:00.000;MENSAL;PCV;ALF;;0;I;2217CCD6-9D27-E511-93FC-001DD8200000;2015-07-11 01:54:53.343;2015-07-22 02:08:51.810;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2015-09-10 00:00:00.000;7376.93;4248.47;787.23;2296.68;45.45;0.00;147.54;2.45;0.00;0.70;7527.62;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;;0;I;032D73B3-3F58-E511-93FF-001DD8200000;2015-09-11 01:44:08.127;2015-09-11 01:44:08.127;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2015-10-10 00:00:00.000;6216.48;7805.84;1221.00;-2852.88;0.00;0.00;124.33;213.91;0.00;10.69;6565.41;IGPM1     ;AM        ;X;2016-01-19 00:00:00.000;MENSAL;PCV;ALF;20;0;I;D9C96935-368A-E511-93FE-001DD8200003;2015-09-23 03:17:37.597;2016-01-20 02:47:06.657;GEISA ARAUJO CRUCELLI;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2015-11-10 00:00:00.000;3949.33;6590.43;987.21;-3669.03;0.00;0.00;78.99;104.85;0.00;12.14;4145.31;IGPM1     ;AM        ;;;MENSAL;PCV;ALF;;0;I;DFC96935-368A-E511-93FE-001DD8200003;2015-09-23 03:17:37.617;2016-01-28 02:31:49.240;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2015-12-10 00:00:00.000;7732.42;4370.56;665.14;2654.79;43.58;0.00;154.65;126.70;0.00;23.54;8037.31;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;;0;I;F7F8EF3A-1E9F-E511-9400-001DD8200003;2015-09-23 03:17:37.637;2016-01-28 02:31:49.240;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2016-01-10 00:00:00.000;7784.27;4412.03;623.67;2705.54;44.28;0.00;155.69;46.61;0.00;23.46;8010.03;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;;0;I;DCD5FFED-2EB8-E511-9408-001DD8200001;2015-09-23 03:17:37.653;2016-01-28 02:31:49.240;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2016-02-10 00:00:00.000;7909.22;4453.90;581.80;2830.32;45.53;0.00;158.18;261.31;0.00;7.32;8336.03;IGPM1     ;PA        ;X;2016-05-16 00:00:00.000;MENSAL;PCV;ALF;20;0;I;ABCFB7A8-A8D0-E511-93FF-001DD8200008;2015-09-23 03:17:37.673;2016-05-18 02:32:31.353;ELISETE COSTA DE PAULA;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2016-03-10 00:00:00.000;7878.98;4496.16;539.54;2802.78;40.50;0.00;0.00;0.00;0.00;0.00;7878.98;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;;0;I;E2E51CB3-62E7-E511-9409-005056200001;2015-09-23 03:17:37.693;2016-03-01 02:30:58.930;;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2016-04-10 00:00:00.000;8359.91;4538.82;496.88;3283.30;43.35;0.00;167.20;284.80;0.01;49.36;8861.27;IGPM1     ;PA        ;X;2016-07-19 00:00:00.000;MENSAL;PCV;ALF;20;0;I;B6149835-B8FF-E511-940D-005056200001;2015-09-23 03:17:37.710;2016-07-20 02:33:25.260;GEISA ARAUJO CRUCELLI;;;;;;;;;;
5988;2;203;100000003446120000000;1000000034461;2016-05-10 00:00:00.000;8322.37;4581.89;453.81;3248.52;40.31;0.00;166.45;297.80;0.00;7.38;8794.00;IGPM1     ;PA        ;X;2016-08-23 00:00:00.000;MENSAL;PCV;ALF;20;0;I;D08108BD-4C17-E611-9408-005056200008;2015-09-23 03:17:37.730;2016-08-24 02:34:10.460;NILTON DOS SANTOS MATIAS;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;12.00;0.00;
5988;2;203;100000003446120000000;1000000034461;2016-06-10 00:00:00.000;8267.45;4625.37;410.33;3193.04;40.49;0.00;165.35;208.24;0.00;7.25;8648.29;IGPM1     ;PA        ;X;2016-08-23 00:00:00.000;MENSAL;PCV;ALF;20;0;I;9EE2FEE1-A82F-E611-9414-001DD8200001;2015-09-23 03:17:37.750;2016-08-24 02:34:10.460;NILTON DOS SANTOS MATIAS;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;12.00;0.00;
5988;2;203;100000003446120000000;1000000034461;2016-07-10 00:00:00.000;4433.65;7223.78;460.13;-3286.78;0.00;0.00;88.67;215.35;0.00;5.05;4742.72;IGPM1     ;AM        ;;;MENSAL;PCV;ALF;20;0;I;8609F6CE-3B47-E611-9414-001DD8200008;2015-09-23 03:17:37.770;2016-11-30 02:32:55.033;;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;12.00;0.00;
5988;2;203;100000003446120000000;1000000034461;2016-08-10 00:00:00.000;8361.37;4713.56;322.14;3288.49;39.37;0.00;167.23;316.45;0.00;9.43;8854.48;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;20;0;I;8A897C0C-995F-E611-9417-005056200001;2015-09-23 03:17:37.787;2016-11-30 02:32:55.033;;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;12.00;0.00;
5988;2;203;100000003446120000000;1000000034461;2016-09-10 00:00:00.000;8225.02;4758.29;277.41;3154.83;36.16;0.00;164.50;223.97;0.00;9.19;8622.68;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;20;0;I;086648C9-F977-E611-9417-005056200001;2015-09-23 03:17:37.807;2016-11-30 02:32:55.033;;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;12.00;0.00;
5988;2;203;100000003446120000000;1000000034461;2016-10-10 00:00:00.000;8193.68;4803.44;232.26;3131.79;27.19;0.00;163.87;139.78;0.00;9.06;8506.39;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;20;0;I;;2015-09-23 03:17:37.827;2016-11-30 02:32:55.033;;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;12.00;0.00;
5988;2;203;100000003446120000000;1000000034461;2016-11-10 00:00:00.000;8201.33;4849.02;186.68;3139.06;27.31;0.00;164.03;54.58;0.00;8.98;8428.92;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;20;0;I;;2015-09-23 03:17:37.847;2016-11-30 02:32:55.033;;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;12.00;0.00;
5988;2;203;100000003446120000000;1000000034461;2016-12-10 00:00:00.000;8211.39;4895.03;140.67;3148.76;27.13;-77.18;0.00;0.00;0.00;8.67;8194.31;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;20;0;I;;2015-09-23 03:17:37.863;2016-11-30 02:32:55.033;;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;12.00;0.00;
5988;2;203;100000003446120000000;1000000034461;2017-01-10 00:00:00.000;8171.15;4941.48;94.22;3135.45;0.00;-152.89;0.00;0.00;0.00;8.55;8077.51;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;20;0;I;;2015-09-23 03:17:37.883;2016-11-30 02:32:55.033;;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;12.00;0.00;
5988;2;203;100000003446120000000;1000000034461;2017-02-10 00:00:00.000;-2.50;0.00;0.00;-2.50;0.00;0.05;0.00;0.00;0.00;0.00;-2.45;IGPM1     ;VR        ;;;MENSAL;PCV;ALF;;0;I;;2015-09-23 03:17:37.900;2016-12-07 02:18:09.177;;0;1900-01-01 00:00:00.000;0.00;0.00;0.00;0.00;0.00;12.00;0.00;
5988;2;63;100000003447420000000;1000000034474;2015-01-01 00:00:00.000;3589.96;2129.30;469.28;991.38;0.00;0.00;71.80;2.38;0.00;0.00;3665.65;IGPM1     ;PA        ;;;MENSAL;PCV;ALF;;0;I;71BB4013-5392-E411-8D14-001DD8300004;2015-01-02 02:46:27.700;2015-01-03 02:34:29.073;;;;;;;;;;;
